216
7.326126	0.000000	0.000000	0.000000	7.326126	0.000000	0.000000	0.000000	7.326126
0.701904	5.583109	1.845991	151.638231	-0.464197	-0.730221	0.501297
5.814770	2.756681	0.765898	91.524999	0.098137	0.984884	-0.142736
0.241549	3.245781	2.032786	121.680902	0.381952	0.558614	0.736250
1.777103	0.572139	2.869126	114.936795	0.891980	-0.409004	-0.192581
1.629159	3.678662	3.280295	119.409195	0.167556	-0.055378	0.984306
5.761298	0.548028	3.122815	97.192761	0.524782	0.391876	-0.755670
2.968376	3.684600	7.183554	120.892530	-0.054983	0.974321	-0.218346
1.068755	0.642422	1.999615	99.670558	0.444217	-0.836808	-0.320038
1.676569	6.190654	1.110763	35.004856	-0.281998	-0.718714	-0.635553
4.675408	0.142948	0.830659	168.740492	0.314345	-0.698236	-0.643159
3.764979	5.616157	1.680549	158.764033	-0.415597	-0.850447	-0.322519
2.893393	2.320630	6.902209	147.700351	-0.675423	0.614719	-0.407338
2.549002	4.203040	2.169781	142.111515	-0.738608	-0.100634	0.666582
6.411623	0.521467	1.544193	159.746351	-0.525885	-0.479593	-0.702450
3.881765	5.438853	6.803736	142.091065	0.565683	-0.328125	0.756530
4.499808	4.986896	5.290226	138.324300	0.860280	-0.509689	-0.011591
1.586566	0.139265	6.428135	111.732249	-0.810671	0.349286	0.469906
3.621264	2.205536	4.170497	176.093823	0.306659	0.428676	0.849822
5.917657	4.339903	3.434941	154.583159	0.891115	-0.453746	0.005267
4.729564	5.079871	0.536977	172.801996	-0.763823	-0.491142	0.418752
5.024895	4.039428	2.550530	76.326927	-0.882010	0.153429	-0.445553
3.757412	1.317792	0.882432	168.056504	-0.229748	0.118104	0.966058
2.169056	1.610981	0.404324	171.841009	0.703690	-0.642958	-0.302367
6.863801	1.386764	5.262457	63.511467	0.629846	-0.197292	0.751246
0.947924	7.174076	0.682539	161.624484	0.177021	0.953898	-0.242368
3.394583	0.325561	3.950726	69.689657	0.206231	0.977829	0.036322
5.882828	6.789042	6.135015	102.733180	0.963375	0.161560	0.214024
0.532974	5.017463	5.077506	172.002709	-0.948924	0.311662	0.049096
4.448438	7.270938	3.155834	161.417313	-0.802228	0.293884	-0.519675
6.264287	3.698147	4.564435	53.704971	0.192844	0.941230	0.277304
0.395081	6.207228	4.651943	108.050635	0.988685	0.041389	-0.144183
0.537000	1.012458	0.985527	175.512111	-0.092345	-0.891969	0.442564
3.082925	6.998672	2.932669	77.892049	-0.095305	-0.693949	-0.713689
1.430114	3.795215	5.361749	175.191103	0.645977	-0.010606	-0.763283
2.036504	0.192597	4.154323	114.597568	-0.356788	-0.238939	-0.903112
5.000755	6.053835	1.343141	123.524209	-0.555692	0.565356	-0.609573
2.967419	3.816772	1.063394	98.385501	0.447317	-0.050737	0.892935
2.174557	6.791772	1.944671	113.193010	-0.634274	0.564336	0.528414
4.043498	3.233025	2.797333	121.841242	-0.055871	-0.322383	0.944959
6.312990	2.463458	2.381988	65.841661	0.190632	0.334281	-0.922993
1.972210	6.014301	4.922769	140.347729	-0.355350	0.100297	0.929337
4.977140	4.723696	6.511302	155.364652	-0.380976	0.919410	0.097688
3.822508	3.139389	6.275999	134.304057	-0.044043	0.860816	-0.507007
2.698890	5.447208	7.060131	144.507870	-0.608490	-0.613251	0.503649
4.348413	6.873957	1.997642	166.077688	-0.301807	-0.410007	-0.860702
