216
10.642688	0.000000	0.000000	0.000000	10.642688	0.000000	0.000000	0.000000	10.642688
2.512746	4.755072	1.965339	128.927739	0.360165	-0.114504	0.925835
8.851339	9.893561	3.166152	147.613041	-0.486585	-0.316731	0.814197
9.964321	2.097951	9.194955	143.564534	0.347705	-0.663954	-0.662017
7.905065	6.029323	8.820913	87.371674	0.768846	-0.130291	0.626020
4.606558	0.727241	0.386045	125.799348	0.679678	0.584816	-0.442749
8.968375	7.867118	1.225238	163.714827	-0.179756	-0.959394	-0.217375
9.516908	5.492298	7.167789	168.931915	-0.678262	-0.531812	0.507087
5.520885	6.773673	8.817910	170.270296	-0.231250	0.256193	-0.938557
5.892996	8.349559	8.611581	162.820006	0.009688	0.596191	-0.802784
2.903215	0.132274	10.024822	66.889686	-0.709783	-0.704370	0.008502
1.356408	10.117343	4.350531	81.195556	0.849775	0.409939	0.331410
8.408129	0.112968	0.458591	103.873538	-0.387551	-0.642926	-0.660644
1.578506	8.668496	5.191522	47.665611	-0.333379	-0.561807	0.757121
0.256014	2.203975	1.360584	67.087216	0.787363	0.583487	-0.199006
10.104707	6.734711	2.886513	175.428597	0.779688	-0.520337	0.348334
5.386234	5.076241	1.656141	173.489113	-0.276942	-0.947598	-0.159250
5.575250	7.676459	1.559802	154.557221	0.109678	0.396307	-0.911543
5.182060	5.641048	7.024338	174.400390	-0.464054	-0.785418	-0.409600
9.790950	2.541840	7.297358	116.838289	-0.374140	-0.924456	-0.073482
2.348386	6.116575	8.360438	31.815461	0.070208	0.988759	0.132006
8.572040	3.228216	8.081674	148.137279	0.788408	-0.594474	-0.158154
9.885720	3.112389	9.797354	80.208431	-0.537133	0.231096	-0.811223
9.111405	6.197440	3.744109	135.647363	0.149246	-0.781008	0.606426
6.259984	2.215445	0.800715	133.658005	-0.747642	0.158983	0.644791
0.258452	9.737775	3.751159	76.939197	0.733766	0.555997	0.390455
6.374713	9.359412	9.217707	141.745802	-0.972520	-0.225149	0.059261
0.057124	3.822788	5.422596	179.245954	-0.407289	-0.711280	-0.572885
6.115004	6.122826	3.854647	89.859211	0.225439	0.953639	0.199376
4.853606	5.813296	5.185555	123.062540	0.670788	0.373389	-0.640800
3.968202	1.024904	3.897880	100.541760	0.976594	0.074046	-0.201946
9.378546	6.048713	10.353905	102.222817	-0.610215	0.791853	0.024625
1.434453	6.563516	9.253794	119.143313	-0.215083	0.969017	0.121432
9.658569	2.537865	4.135388	157.192967	-0.614464	0.011671	0.788858
1.635794	4.050258	6.875090	162.617687	-0.617814	-0.054582	-0.784427
2.480049	1.451858	8.602920	108.472130	0.150029	0.313431	-0.937684
9.101416	8.523617	8.159208	138.793940	0.778259	0.328837	-0.534957
0.153386	0.981947	2.825595	168.383559	0.380774	-0.459577	0.802372
6.247325	10.009420	7.892791	106.699117	0.621107	-0.505631	0.598801
10.189976	8.296082	3.900571	115.136633	-0.302002	-0.444246	-0.843469
6.560729	7.235086	6.367949	117.769746	-0.788723	0.416765	-0.451911
8.759456	3.654403	9.782789	94.597523	-0.464017	0.040941	-0.884880
0.913625	6.493302	1.724744	158.993054	-0.116338	0.680943	0.723037
6.537886	4.067869	6.734998	54.234982	-0.435094	0.761981	0.479664
3.935903	3.862225	2.430900	130.324659	-0.551519	0.825565	0.119457
1.247168	10.128749	2.762916	179.681483	0.606102	-0.010427	0.795319
2.069890	7.931481	8.671787	159.450501	0.729906	-0.576688	0.366973
7.159499	1.214366	1.330530	82.394822	-0.978805	0.098229	-0.179699
4.155350	5.411307	2.353601	82.503271	0.936475	-0.042701	-0.348124
6.954886	9.638774	2.947749	163.553177	0.150493	0.878390	0.453634
6.706779	3.011103	5.844114	116.797960	0.713463	-0.576275	0.398594
4.996532	5.350995	8.750480	118.262449	0.739599	0.520338	-0.426897
8.696043	7.698713	6.934509	120.196353	0.887455	0.452136	0.089419
2.257726	1.729802	1.938203	139.557360	-0.213680	-0.025840	-0.976562
10.065361	10.601483	7.822146	66.755396	-0.760096	0.563521	0.323570
2.259382	10.140896	7.298106	39.309869	-0.856768	-0.515510	0.014038
3.068367	8.888326	8.184856	157.815859	-0.782434	-0.167584	-0.599761
8.477666	0.741144	4.000459	81.582804	-0.053827	-0.222677	0.973405
3.818694	3.744427	7.210127	115.127115	0.407804	-0.787627	-0.461887
1.964513	7.548639	1.024932	133.060750	-0.735892	0.308041	-0.602971
0.389572	10.046833	5.328477	117.783200	0.845795	0.109907	0.522064
3.502609	5.903990	4.562772	99.178923	0.298307	0.332143	-0.894815
3.668127	2.239955	3.376453	140.663914	0.560803	-0.109390	0.820691
1.370677	3.085089	2.448434	117.110009	0.565598	-0.822615	-0.058346
1.008964	6.936745	2.977832	174.808912	-0.986022	-0.060369	-0.155295
2.717809	0.854405	5.716634	168.312243	-0.371477	-0.423403	0.826278
7.423833	8.208820	2.951207	20.265807	0.139398	0.786030	0.602267
4.783864	10.154479	7.817932	117.836612	0.652622	-0.695125	0.301472
7.173657	6.882391	7.490643	125.957753	0.647112	-0.216354	0.731052
4.040784	1.003935	9.073566	172.227624	-0.057634	-0.973630	0.220734
8.237555	1.391677	10.095315	172.647753	-0.964215	0.251690	0.083316
7.693101	9.356653	10.027954	114.309701	0.352011	-0.066014	0.933665
6.224879	0.806654	8.492467	112.882004	0.628098	-0.774803	0.071923
8.906665	5.279353	1.147625	146.034204	0.192709	-0.320551	0.927421
9.454745	0.479185	2.498795	40.451801	0.271360	0.472626	0.838444
3.699591	6.365258	6.517397	128.050638	-0.495569	-0.606531	0.621716
6.775884	5.997747	0.777515	129.245616	-0.646305	-0.563288	0.514778
9.033467	6.970369	4.977264	128.624552	-0.723143	-0.638573	0.263227
7.048800	5.642674	2.622252	119.788040	-0.648474	-0.172633	0.741404
2.350074	7.882402	2.334595	175.072736	-0.769950	0.630753	0.096579
